Transaction ID,Date,Customer ID,Gender,Age, State ,Product Category,Quantity,Price per Unit,Total Amount,Month Start,Age Group
569,15-08-2023,CUST569,Male,52, Sikkim ,Electronics,4,50,200,Aug 2023,45-59
570,15-08-2023,CUST570,Male,49, West Bengal ,Clothing,1,500,500,Aug 2023,45-59
571,12-12-2023,CUST571,Female,41, Telangana ,Electronics,1,50,50,Dec 2023,30-44
572,20-04-2023,CUST572,Male,31, Uttar Pradesh ,Clothing,4,500,2000,Apr 2023,30-44
573,19-09-2023,CUST573,Male,49, Haryana ,Beauty,2,30,60,Sep 2023,45-59
574,31-08-2023,CUST574,Female,63, Himachal Pradesh ,Electronics,2,25,50,Aug 2023,60+
575,28-03-2023,CUST575,Male,60, Goa ,Clothing,2,50,100,Mar 2023,60+
576,04-12-2023,CUST576,Female,33, Uttar Pradesh ,Beauty,3,50,150,Dec 2023,30-44
577,13-02-2023,CUST577,Male,21, Tamil Nadu ,Beauty,4,500,2000,Feb 2023,Under 30
578,26-05-2023,CUST578,Female,54, Bihar ,Clothing,4,30,120,May 2023,45-59
579,21-09-2023,CUST579,Female,38, Madhya Pradesh ,Electronics,1,30,30,Sep 2023,30-44
580,06-12-2023,CUST580,Female,31, West Bengal ,Clothing,3,500,1500,Dec 2023,30-44
581,21-11-2023,CUST581,Female,48, Arunachal Pradesh ,Beauty,2,30,60,Nov 2023,45-59
582,14-11-2023,CUST582,Male,35, West Bengal ,Clothing,3,300,900,Nov 2023,30-44
583,21-06-2023,CUST583,Female,24, Meghalaya ,Electronics,4,25,100,Jun 2023,Under 30
584,17-02-2023,CUST584,Female,27, Haryana ,Beauty,4,50,200,Feb 2023,Under 30
585,01-05-2023,CUST585,Female,24, Gujarat ,Clothing,1,25,25,May 2023,Under 30
586,11-12-2023,CUST586,Male,50, Uttarakhand ,Electronics,1,50,50,Dec 2023,45-59
587,08-06-2023,CUST587,Female,40, Manipur ,Beauty,4,300,1200,Jun 2023,30-44
588,26-04-2023,CUST588,Male,38, Kerala ,Electronics,2,30,60,Apr 2023,30-44
589,12-04-2023,CUST589,Female,36, Jharkhand ,Beauty,2,500,1000,Apr 2023,30-44
590,17-03-2023,CUST590,Male,36, Uttarakhand ,Clothing,3,300,900,Mar 2023,30-44
591,13-01-2023,CUST591,Male,53, Uttar Pradesh ,Electronics,4,25,100,Jan 2023,45-59
592,24-01-2023,CUST592,Female,46, West Bengal ,Beauty,4,500,2000,Jan 2023,45-59
593,06-05-2023,CUST593,Male,35, Haryana ,Electronics,2,30,60,May 2023,30-44
594,01-09-2023,CUST594,Female,19, Haryana ,Electronics,2,300,600,Sep 2023,Under 30
595,09-11-2023,CUST595,Female,18, Andhra Pradesh ,Clothing,4,500,2000,Nov 2023,Under 30
596,07-02-2023,CUST596,Female,64, Sikkim ,Electronics,1,300,300,Feb 2023,60+
597,22-08-2023,CUST597,Male,22, Gujarat ,Beauty,4,300,1200,Aug 2023,Under 30
598,01-08-2023,CUST598,Male,37, Madhya Pradesh ,Beauty,4,30,120,Aug 2023,30-44
599,19-11-2023,CUST599,Female,28, Karnataka ,Beauty,2,50,100,Nov 2023,Under 30
600,22-10-2023,CUST600,Female,59, Himachal Pradesh ,Beauty,2,500,1000,Oct 2023,45-59
601,10-04-2023,CUST601,Male,19, West Bengal ,Clothing,1,30,30,Apr 2023,Under 30
602,23-12-2023,CUST602,Female,20, Assam ,Electronics,1,300,300,Dec 2023,Under 30
603,16-07-2023,CUST603,Female,40, Tripura ,Clothing,3,30,90,Jul 2023,30-44
604,11-09-2023,CUST604,Female,29, Himachal Pradesh ,Electronics,4,50,200,Sep 2023,Under 30
605,24-07-2023,CUST605,Male,37, Kerala ,Electronics,2,500,1000,Jul 2023,30-44
606,05-05-2023,CUST606,Male,22, Rajasthan ,Electronics,1,50,50,May 2023,Under 30
607,17-03-2023,CUST607,Male,54, Mizoram ,Clothing,3,25,75,Mar 2023,45-59
608,02-12-2023,CUST608,Female,55, Madhya Pradesh ,Electronics,3,500,1500,Dec 2023,45-59
609,19-12-2023,CUST609,Female,47, Sikkim ,Clothing,2,50,100,Dec 2023,45-59
610,03-01-2023,CUST610,Female,26, Uttarakhand ,Beauty,2,300,600,Jan 2023,Under 30
611,24-02-2023,CUST611,Male,51, Nagaland ,Beauty,3,500,1500,Feb 2023,45-59
612,06-08-2023,CUST612,Female,61, Karnataka ,Electronics,1,500,500,Aug 2023,60+
613,23-04-2023,CUST613,Female,52, Andhra Pradesh ,Clothing,3,30,90,Apr 2023,45-59
614,01-04-2023,CUST614,Female,39, Bihar ,Beauty,4,300,1200,Apr 2023,30-44
615,23-12-2023,CUST615,Female,61, Himachal Pradesh ,Clothing,4,25,100,Dec 2023,60+
616,23-09-2023,CUST616,Male,41, Goa ,Clothing,2,50,100,Sep 2023,30-44
617,26-08-2023,CUST617,Male,34, Odisha ,Electronics,1,30,30,Aug 2023,30-44
618,26-01-2023,CUST618,Female,27, Himachal Pradesh ,Beauty,1,50,50,Jan 2023,Under 30
619,13-10-2023,CUST619,Male,47, Arunachal Pradesh ,Electronics,4,25,100,Oct 2023,45-59
620,08-05-2023,CUST620,Male,63, Bihar ,Electronics,3,25,75,May 2023,60+
621,04-03-2023,CUST621,Female,40, Punjab ,Beauty,2,500,1000,Mar 2023,30-44
622,22-08-2023,CUST622,Female,49, Maharashtra ,Beauty,3,25,75,Aug 2023,45-59
623,10-03-2023,CUST623,Male,34, Kerala ,Clothing,3,50,150,Mar 2023,30-44
624,26-08-2023,CUST624,Female,34, Telangana ,Beauty,3,300,900,Aug 2023,30-44
625,08-12-2023,CUST625,Male,31, Uttar Pradesh ,Clothing,1,300,300,Dec 2023,30-44
626,29-09-2023,CUST626,Female,26, Karnataka ,Clothing,4,500,2000,Sep 2023,Under 30
627,14-10-2023,CUST627,Male,57, Maharashtra ,Clothing,1,50,50,Oct 2023,45-59
628,01-11-2023,CUST628,Female,19, Punjab ,Beauty,4,50,200,Nov 2023,Under 30
629,12-06-2023,CUST629,Male,62, Mizoram ,Electronics,2,25,50,Jun 2023,60+
630,15-08-2023,CUST630,Male,42, Bihar ,Clothing,2,50,100,Aug 2023,30-44
631,10-11-2023,CUST631,Male,56, Madhya Pradesh ,Electronics,3,30,90,Nov 2023,45-59
632,16-09-2023,CUST632,Female,26, Odisha ,Electronics,4,25,100,Sep 2023,Under 30
633,07-08-2023,CUST633,Male,39, Gujarat ,Beauty,4,30,120,Aug 2023,30-44
634,08-10-2023,CUST634,Male,60, Himachal Pradesh ,Electronics,4,500,2000,Oct 2023,60+
635,17-08-2023,CUST635,Female,63, Arunachal Pradesh ,Electronics,3,300,900,Aug 2023,60+
636,23-03-2023,CUST636,Female,21, Tamil Nadu ,Beauty,3,500,1500,Mar 2023,Under 30
637,01-09-2023,CUST637,Male,43, Maharashtra ,Clothing,2,300,600,Sep 2023,30-44
638,19-08-2023,CUST638,Male,46, Andhra Pradesh ,Electronics,1,500,500,Aug 2023,45-59
639,13-05-2023,CUST639,Female,62, Mizoram ,Beauty,4,50,200,May 2023,60+
640,07-05-2023,CUST640,Female,51, Uttar Pradesh ,Electronics,4,30,120,May 2023,45-59
641,23-11-2023,CUST641,Female,40, Nagaland ,Electronics,1,300,300,Nov 2023,30-44
642,22-05-2023,CUST642,Female,54, Sikkim ,Clothing,4,25,100,May 2023,45-59
643,24-09-2023,CUST643,Female,28, Telangana ,Electronics,3,30,90,Sep 2023,Under 30
644,06-09-2023,CUST644,Male,23, Telangana ,Beauty,3,25,75,Sep 2023,Under 30
645,17-11-2023,CUST645,Female,35, Telangana ,Electronics,4,30,120,Nov 2023,30-44
646,03-05-2023,CUST646,Male,38, Sikkim ,Clothing,3,30,90,May 2023,30-44
647,21-05-2023,CUST647,Male,59, Gujarat ,Clothing,3,500,1500,May 2023,45-59
648,14-08-2023,CUST648,Male,53, Kerala ,Beauty,4,300,1200,Aug 2023,45-59
649,09-02-2023,CUST649,Female,58, Maharashtra ,Clothing,2,300,600,Feb 2023,45-59
650,01-01-2024,CUST650,Male,55, Assam ,Electronics,1,30,30,Jan 2024,45-59
651,27-05-2023,CUST651,Male,51, Sikkim ,Clothing,3,50,150,May 2023,45-59
652,01-05-2023,CUST652,Female,34, Karnataka ,Beauty,2,50,100,May 2023,30-44
653,20-05-2023,CUST653,Male,54, Punjab ,Clothing,3,25,75,May 2023,45-59
654,21-06-2023,CUST654,Male,42, Karnataka ,Clothing,3,25,75,Jun 2023,30-44
655,13-06-2023,CUST655,Female,55, Sikkim ,Clothing,1,500,500,Jun 2023,45-59
656,04-10-2023,CUST656,Male,29, West Bengal ,Beauty,3,30,90,Oct 2023,Under 30
657,11-02-2023,CUST657,Male,40, Bihar ,Clothing,1,25,25,Feb 2023,30-44
658,12-03-2023,CUST658,Male,59, Telangana ,Clothing,1,25,25,Mar 2023,45-59
659,19-03-2023,CUST659,Female,39, Jharkhand ,Electronics,1,30,30,Mar 2023,30-44
660,29-04-2023,CUST660,Female,38, Mizoram ,Beauty,2,500,1000,Apr 2023,30-44
661,16-07-2023,CUST661,Female,44, Jharkhand ,Clothing,4,25,100,Jul 2023,30-44
662,22-12-2023,CUST662,Male,48, Sikkim ,Beauty,2,500,1000,Dec 2023,45-59
663,20-03-2023,CUST663,Male,23, Maharashtra ,Clothing,4,300,1200,Mar 2023,Under 30
664,28-12-2023,CUST664,Female,44, Karnataka ,Clothing,4,500,2000,Dec 2023,30-44
665,20-04-2023,CUST665,Male,57, Madhya Pradesh ,Clothing,1,50,50,Apr 2023,45-59
666,02-02-2023,CUST666,Male,51, Tamil Nadu ,Electronics,3,50,150,Feb 2023,45-59
667,01-08-2023,CUST667,Female,29, Jharkhand ,Electronics,1,500,500,Aug 2023,Under 30
668,28-07-2023,CUST668,Female,62, Nagaland ,Electronics,3,50,150,Jul 2023,60+
669,19-06-2023,CUST669,Male,24, Chhattisgarh ,Beauty,4,300,1200,Jun 2023,Under 30
670,05-10-2023,CUST670,Male,27, Gujarat ,Beauty,1,30,30,Oct 2023,Under 30
671,27-08-2023,CUST671,Male,62, Maharashtra ,Electronics,3,50,150,Aug 2023,60+
672,01-08-2023,CUST672,Female,34, Sikkim ,Beauty,2,50,100,Aug 2023,30-44
673,01-02-2023,CUST673,Female,43, Madhya Pradesh ,Clothing,3,500,1500,Feb 2023,30-44
674,16-04-2023,CUST674,Female,38, Sikkim ,Clothing,1,300,300,Apr 2023,30-44
675,04-08-2023,CUST675,Female,45, Telangana ,Clothing,2,30,60,Aug 2023,45-59
676,19-07-2023,CUST676,Male,63, Goa ,Electronics,3,500,1500,Jul 2023,60+
677,27-10-2023,CUST677,Female,19, Punjab ,Beauty,3,500,1500,Oct 2023,Under 30
678,23-12-2023,CUST678,Female,60, Odisha ,Electronics,3,300,900,Dec 2023,60+
679,11-01-2023,CUST679,Female,18, Jharkhand ,Beauty,3,30,90,Jan 2023,Under 30
680,22-10-2023,CUST680,Female,53, Madhya Pradesh ,Clothing,3,300,900,Oct 2023,45-59
681,14-07-2023,CUST681,Female,43, Nagaland ,Electronics,2,30,60,Jul 2023,30-44
682,02-09-2023,CUST682,Male,46, Uttarakhand ,Beauty,4,300,1200,Sep 2023,45-59
683,04-01-2023,CUST683,Male,38, Andhra Pradesh ,Beauty,2,500,1000,Jan 2023,30-44
684,30-06-2023,CUST684,Female,28, Jharkhand ,Clothing,2,500,1000,Jun 2023,Under 30
685,02-06-2023,CUST685,Male,57, Jharkhand ,Electronics,2,25,50,Jun 2023,45-59
686,19-07-2023,CUST686,Female,28, Gujarat ,Electronics,4,50,200,Jul 2023,Under 30
687,03-08-2023,CUST687,Female,53, Maharashtra ,Electronics,1,300,300,Aug 2023,45-59
688,03-10-2023,CUST688,Male,56, Uttar Pradesh ,Clothing,4,25,100,Oct 2023,45-59
689,07-10-2023,CUST689,Male,57, Odisha ,Electronics,2,50,100,Oct 2023,45-59
690,05-11-2023,CUST690,Female,52, Punjab ,Clothing,3,300,900,Nov 2023,45-59
691,23-04-2023,CUST691,Female,51, Rajasthan ,Clothing,3,30,90,Apr 2023,45-59
692,07-09-2023,CUST692,Female,64, Karnataka ,Clothing,2,50,100,Sep 2023,60+
693,23-04-2023,CUST693,Male,41, Manipur ,Beauty,3,500,1500,Apr 2023,30-44
694,20-05-2023,CUST694,Female,39, Manipur ,Electronics,2,25,50,May 2023,30-44
695,12-08-2023,CUST695,Female,22, Manipur ,Electronics,3,50,150,Aug 2023,Under 30
696,06-09-2023,CUST696,Female,50, Sikkim ,Clothing,4,50,200,Sep 2023,45-59
697,15-01-2023,CUST697,Male,53, Gujarat ,Clothing,1,500,500,Jan 2023,45-59
698,19-07-2023,CUST698,Female,64, Mizoram ,Electronics,1,300,300,Jul 2023,60+
699,22-06-2023,CUST699,Female,37, Meghalaya ,Clothing,4,30,120,Jun 2023,30-44
700,09-12-2023,CUST700,Male,36, Uttar Pradesh ,Electronics,4,500,2000,Dec 2023,30-44
701,14-12-2023,CUST701,Female,52, Uttar Pradesh ,Beauty,2,30,60,Dec 2023,45-59
702,27-07-2023,CUST702,Female,60, Telangana ,Clothing,2,300,600,Jul 2023,60+
703,26-03-2023,CUST703,Male,34, Goa ,Electronics,2,50,100,Mar 2023,30-44
704,28-08-2023,CUST704,Female,62, Sikkim ,Clothing,3,30,90,Aug 2023,60+
705,07-03-2023,CUST705,Male,60, Assam ,Electronics,2,25,50,Mar 2023,60+
706,15-11-2023,CUST706,Male,51, Jharkhand ,Electronics,4,25,100,Nov 2023,45-59
707,01-10-2023,CUST707,Female,26, Mizoram ,Clothing,1,500,500,Oct 2023,Under 30
708,14-01-2023,CUST708,Female,43, Sikkim ,Beauty,3,300,900,Jan 2023,30-44
709,21-07-2023,CUST709,Female,19, Rajasthan ,Electronics,2,500,1000,Jul 2023,Under 30
710,31-10-2023,CUST710,Female,26, Punjab ,Electronics,3,500,1500,Oct 2023,Under 30
711,16-10-2023,CUST711,Male,26, Karnataka ,Electronics,3,500,1500,Oct 2023,Under 30
712,06-12-2023,CUST712,Female,57, Assam ,Beauty,2,25,50,Dec 2023,45-59
713,14-01-2023,CUST713,Male,34, Uttarakhand ,Beauty,3,25,75,Jan 2023,30-44
714,12-02-2023,CUST714,Female,18, Tripura ,Clothing,1,500,500,Feb 2023,Under 30
715,26-11-2023,CUST715,Female,42, Haryana ,Beauty,4,25,100,Nov 2023,30-44
716,08-08-2023,CUST716,Female,60, Sikkim ,Clothing,4,300,1200,Aug 2023,60+
717,11-03-2023,CUST717,Male,57, Jharkhand ,Clothing,1,500,500,Mar 2023,45-59
718,25-08-2023,CUST718,Female,59, Haryana ,Beauty,3,25,75,Aug 2023,45-59
719,04-04-2023,CUST719,Female,42, Uttar Pradesh ,Clothing,2,30,60,Apr 2023,30-44
720,26-01-2023,CUST720,Female,56, Gujarat ,Beauty,3,500,1500,Jan 2023,45-59
721,14-05-2023,CUST721,Female,52, Chhattisgarh ,Clothing,1,500,500,May 2023,45-59
722,14-07-2023,CUST722,Male,20, Andhra Pradesh ,Beauty,3,300,900,Jul 2023,Under 30
723,17-06-2023,CUST723,Female,54, Arunachal Pradesh ,Beauty,4,50,200,Jun 2023,45-59
724,19-04-2023,CUST724,Male,61, Haryana ,Clothing,3,50,150,Apr 2023,60+
725,21-08-2023,CUST725,Male,61, Meghalaya ,Electronics,1,300,300,Aug 2023,60+
726,17-06-2023,CUST726,Male,47, Punjab ,Clothing,4,300,1200,Jun 2023,45-59
727,22-06-2023,CUST727,Male,55, West Bengal ,Beauty,3,300,900,Jun 2023,45-59
728,14-07-2023,CUST728,Male,51, Tripura ,Electronics,3,50,150,Jul 2023,45-59
729,23-05-2023,CUST729,Male,29, Assam ,Clothing,4,300,1200,May 2023,Under 30
730,04-08-2023,CUST730,Female,36, Manipur ,Clothing,2,25,50,Aug 2023,30-44
731,10-05-2023,CUST731,Male,54, Maharashtra ,Clothing,4,500,2000,May 2023,45-59
732,11-02-2023,CUST732,Male,61, Rajasthan ,Electronics,2,500,1000,Feb 2023,60+
733,29-08-2023,CUST733,Male,34, Odisha ,Beauty,1,30,30,Aug 2023,30-44
734,10-01-2023,CUST734,Female,27, Gujarat ,Clothing,1,30,30,Jan 2023,Under 30
735,04-10-2023,CUST735,Female,64, Tamil Nadu ,Clothing,4,500,2000,Oct 2023,60+
736,27-01-2023,CUST736,Male,29, Tamil Nadu ,Clothing,4,25,100,Jan 2023,Under 30
737,29-06-2023,CUST737,Female,33, Madhya Pradesh ,Clothing,1,50,50,Jun 2023,30-44
738,25-04-2023,CUST738,Male,41, Meghalaya ,Clothing,2,50,100,Apr 2023,30-44
739,29-11-2023,CUST739,Male,36, Madhya Pradesh ,Beauty,1,25,25,Nov 2023,30-44
740,05-02-2023,CUST740,Female,25, Haryana ,Beauty,4,50,200,Feb 2023,Under 30
741,30-11-2023,CUST741,Male,48, Chhattisgarh ,Clothing,1,300,300,Nov 2023,45-59
742,21-01-2023,CUST742,Female,38, Rajasthan ,Electronics,4,500,2000,Jan 2023,30-44
743,16-01-2023,CUST743,Female,34, Tamil Nadu ,Beauty,4,500,2000,Jan 2023,30-44
744,07-05-2023,CUST744,Male,40, Andhra Pradesh ,Electronics,1,25,25,May 2023,30-44
745,13-04-2023,CUST745,Male,54, Tripura ,Beauty,2,50,100,Apr 2023,45-59
746,11-01-2023,CUST746,Female,33, West Bengal ,Clothing,3,30,90,Jan 2023,30-44
747,15-11-2023,CUST747,Male,23, Tripura ,Beauty,1,30,30,Nov 2023,Under 30
748,20-03-2023,CUST748,Male,25, Bihar ,Clothing,3,50,150,Mar 2023,Under 30
749,03-05-2023,CUST749,Male,42, Tripura ,Beauty,1,30,30,May 2023,30-44
750,06-03-2023,CUST750,Female,35, Maharashtra ,Clothing,3,25,75,Mar 2023,30-44
751,31-08-2023,CUST751,Female,42, Haryana ,Clothing,2,25,50,Aug 2023,30-44
752,09-12-2023,CUST752,Male,29, Goa ,Clothing,2,50,100,Dec 2023,Under 30
753,28-02-2023,CUST753,Female,32, Uttar Pradesh ,Clothing,1,30,30,Feb 2023,30-44
754,16-10-2023,CUST754,Female,43, Tamil Nadu ,Electronics,4,25,100,Oct 2023,30-44
755,22-04-2023,CUST755,Female,58, Mizoram ,Clothing,3,25,75,Apr 2023,45-59
756,27-08-2023,CUST756,Female,62, Manipur ,Electronics,4,300,1200,Aug 2023,60+
757,25-12-2023,CUST757,Female,43, Arunachal Pradesh ,Electronics,4,300,1200,Dec 2023,30-44
758,12-05-2023,CUST758,Male,64, Nagaland ,Clothing,4,25,100,May 2023,60+
759,08-07-2023,CUST759,Male,49, Haryana ,Electronics,2,50,100,Jul 2023,45-59
760,27-03-2023,CUST760,Male,27, West Bengal ,Beauty,1,500,500,Mar 2023,Under 30
761,07-11-2023,CUST761,Female,33, Bihar ,Clothing,1,500,500,Nov 2023,30-44
762,07-11-2023,CUST762,Female,24, Manipur ,Electronics,2,25,50,Nov 2023,Under 30
763,28-02-2023,CUST763,Male,34, Chhattisgarh ,Clothing,2,25,50,Feb 2023,30-44
764,25-03-2023,CUST764,Female,40, Uttar Pradesh ,Clothing,1,25,25,Mar 2023,30-44
765,09-06-2023,CUST765,Male,43, Manipur ,Clothing,4,50,200,Jun 2023,30-44
766,25-02-2023,CUST766,Male,38, Sikkim ,Electronics,3,300,900,Feb 2023,30-44
767,24-10-2023,CUST767,Male,39, Mizoram ,Beauty,3,25,75,Oct 2023,30-44
768,14-01-2023,CUST768,Female,24, Nagaland ,Beauty,3,25,75,Jan 2023,Under 30
769,09-06-2023,CUST769,Female,31, Punjab ,Electronics,4,30,120,Jun 2023,30-44
770,22-10-2023,CUST770,Male,32, Karnataka ,Clothing,1,50,50,Oct 2023,30-44
771,13-12-2023,CUST771,Male,24, Tripura ,Electronics,2,25,50,Dec 2023,Under 30
772,12-07-2023,CUST772,Male,26, Manipur ,Electronics,1,30,30,Jul 2023,Under 30
773,23-07-2023,CUST773,Male,25, Punjab ,Electronics,4,500,2000,Jul 2023,Under 30
774,12-04-2023,CUST774,Female,40, Uttarakhand ,Clothing,2,25,50,Apr 2023,30-44
775,08-02-2023,CUST775,Female,46, Telangana ,Electronics,4,25,100,Feb 2023,45-59
776,31-10-2023,CUST776,Male,35, Mizoram ,Clothing,3,30,90,Oct 2023,30-44
777,20-12-2023,CUST777,Male,48, Maharashtra ,Electronics,3,50,150,Dec 2023,45-59
778,18-11-2023,CUST778,Female,47, Uttarakhand ,Beauty,4,25,100,Nov 2023,45-59
779,05-05-2023,CUST779,Female,56, Nagaland ,Electronics,2,500,1000,May 2023,45-59
780,22-02-2023,CUST780,Male,52, Manipur ,Electronics,2,25,50,Feb 2023,45-59
781,23-12-2023,CUST781,Male,35, Goa ,Beauty,1,500,500,Dec 2023,30-44
782,04-06-2023,CUST782,Male,59, Telangana ,Clothing,3,300,900,Jun 2023,45-59
783,17-12-2023,CUST783,Female,56, West Bengal ,Clothing,1,300,300,Dec 2023,45-59
784,04-11-2023,CUST784,Female,34, Meghalaya ,Electronics,1,500,500,Nov 2023,30-44
785,03-03-2023,CUST785,Female,31, Manipur ,Beauty,4,50,200,Mar 2023,30-44
786,17-10-2023,CUST786,Male,48, Himachal Pradesh ,Clothing,4,25,100,Oct 2023,45-59
787,22-01-2023,CUST787,Male,41, Tripura ,Electronics,1,25,25,Jan 2023,30-44
788,27-06-2023,CUST788,Female,52, Haryana ,Beauty,3,300,900,Jun 2023,45-59
789,30-09-2023,CUST789,Female,61, Uttarakhand ,Clothing,4,500,2000,Sep 2023,60+
790,08-08-2023,CUST790,Male,62, Rajasthan ,Clothing,1,25,25,Aug 2023,60+
791,05-12-2023,CUST791,Female,51, Himachal Pradesh ,Beauty,1,25,25,Dec 2023,45-59
792,09-07-2023,CUST792,Female,20, Tripura ,Beauty,1,50,50,Jul 2023,Under 30
793,05-02-2023,CUST793,Male,54, Tripura ,Beauty,1,30,30,Feb 2023,45-59
794,17-09-2023,CUST794,Female,60, Mizoram ,Beauty,1,300,300,Sep 2023,60+
795,28-11-2023,CUST795,Male,57, Meghalaya ,Electronics,1,300,300,Nov 2023,45-59
796,24-06-2023,CUST796,Male,43, Rajasthan ,Beauty,4,30,120,Jun 2023,30-44
797,07-01-2023,CUST797,Male,40, Haryana ,Clothing,3,25,75,Jan 2023,30-44
798,04-08-2023,CUST798,Male,61, Himachal Pradesh ,Clothing,1,50,50,Aug 2023,60+
799,08-09-2023,CUST799,Male,56, Manipur ,Electronics,2,50,100,Sep 2023,45-59
800,24-02-2023,CUST800,Male,32, Assam ,Clothing,4,300,1200,Feb 2023,30-44
801,10-08-2023,CUST801,Male,21, Tamil Nadu ,Clothing,4,50,200,Aug 2023,Under 30
802,05-07-2023,CUST802,Female,46, Jharkhand ,Beauty,1,30,30,Jul 2023,45-59
803,22-11-2023,CUST803,Male,39, Haryana ,Clothing,4,25,100,Nov 2023,30-44
804,24-08-2023,CUST804,Male,42, Himachal Pradesh ,Electronics,1,30,30,Aug 2023,30-44
805,29-12-2023,CUST805,Female,30, Karnataka ,Beauty,3,500,1500,Dec 2023,30-44
806,20-03-2023,CUST806,Female,35, Karnataka ,Beauty,3,300,900,Mar 2023,30-44
807,11-08-2023,CUST807,Female,50, Nagaland ,Electronics,4,50,200,Aug 2023,45-59
808,01-04-2023,CUST808,Male,33, Assam ,Beauty,4,500,2000,Apr 2023,30-44
809,25-09-2023,CUST809,Female,62, Chhattisgarh ,Beauty,2,50,100,Sep 2023,60+
810,30-11-2023,CUST810,Male,59, Chhattisgarh ,Electronics,4,25,100,Nov 2023,45-59
811,19-05-2023,CUST811,Male,61, Haryana ,Beauty,2,25,50,May 2023,60+
812,12-11-2023,CUST812,Male,19, Madhya Pradesh ,Electronics,3,25,75,Nov 2023,Under 30
813,03-10-2023,CUST813,Male,52, Tamil Nadu ,Electronics,3,50,150,Oct 2023,45-59
814,05-09-2023,CUST814,Female,59, Chhattisgarh ,Clothing,1,500,500,Sep 2023,45-59
815,27-08-2023,CUST815,Female,51, Tamil Nadu ,Clothing,3,25,75,Aug 2023,45-59
816,12-08-2023,CUST816,Male,47, Gujarat ,Beauty,2,500,1000,Aug 2023,45-59
817,31-10-2023,CUST817,Male,30, Assam ,Beauty,4,50,200,Oct 2023,30-44
818,18-05-2023,CUST818,Male,30, Maharashtra ,Electronics,1,500,500,May 2023,30-44
819,15-06-2023,CUST819,Female,35, Maharashtra ,Beauty,2,50,100,Jun 2023,30-44
820,06-05-2023,CUST820,Male,49, Karnataka ,Electronics,4,50,200,May 2023,45-59
821,14-02-2023,CUST821,Male,49, Nagaland ,Electronics,1,300,300,Feb 2023,45-59
822,23-05-2023,CUST822,Female,52, Manipur ,Beauty,3,50,150,May 2023,45-59
823,19-08-2023,CUST823,Female,56, Maharashtra ,Electronics,2,50,100,Aug 2023,45-59
824,05-05-2023,CUST824,Male,63, Arunachal Pradesh ,Clothing,4,30,120,May 2023,60+
825,26-08-2023,CUST825,Female,46, Gujarat ,Beauty,1,25,25,Aug 2023,45-59
826,19-10-2023,CUST826,Female,46, Uttarakhand ,Clothing,1,300,300,Oct 2023,45-59
827,09-11-2023,CUST827,Male,61, Maharashtra ,Beauty,3,300,900,Nov 2023,60+
828,09-12-2023,CUST828,Female,33, Madhya Pradesh ,Electronics,4,300,1200,Dec 2023,30-44
829,14-07-2023,CUST829,Male,61, Tripura ,Beauty,3,30,90,Jul 2023,60+
830,22-06-2023,CUST830,Female,64, Odisha ,Clothing,3,50,150,Jun 2023,60+
831,15-01-2023,CUST831,Male,27, Tamil Nadu ,Electronics,4,25,100,Jan 2023,Under 30
832,11-09-2023,CUST832,Male,47, Andhra Pradesh ,Beauty,4,500,2000,Sep 2023,45-59
833,16-06-2023,CUST833,Male,42, West Bengal ,Beauty,4,50,200,Jun 2023,30-44
834,04-04-2023,CUST834,Female,56, Tripura ,Beauty,2,30,60,Apr 2023,45-59
835,07-09-2023,CUST835,Male,37, Odisha ,Clothing,4,50,200,Sep 2023,30-44
836,19-04-2023,CUST836,Female,22, Madhya Pradesh ,Clothing,1,50,50,Apr 2023,Under 30
837,01-07-2023,CUST837,Male,18, Meghalaya ,Beauty,3,30,90,Jul 2023,Under 30
838,13-05-2023,CUST838,Male,47, Andhra Pradesh ,Electronics,2,300,600,May 2023,45-59
839,24-06-2023,CUST839,Female,20, Kerala ,Electronics,4,300,1200,Jun 2023,Under 30
840,24-05-2023,CUST840,Male,62, Jharkhand ,Clothing,2,25,50,May 2023,60+
841,02-11-2023,CUST841,Male,31, Tripura ,Electronics,4,25,100,Nov 2023,30-44
842,26-12-2023,CUST842,Female,47, Madhya Pradesh ,Clothing,2,300,600,Dec 2023,45-59
843,22-05-2023,CUST843,Male,21, West Bengal ,Beauty,3,500,1500,May 2023,Under 30
844,12-10-2023,CUST844,Male,35, Uttarakhand ,Clothing,3,50,150,Oct 2023,30-44
845,06-01-2023,CUST845,Male,54, Maharashtra ,Clothing,1,500,500,Jan 2023,45-59
846,22-09-2023,CUST846,Male,42, Nagaland ,Beauty,1,50,50,Sep 2023,30-44
847,08-04-2023,CUST847,Female,18, Telangana ,Electronics,4,300,1200,Apr 2023,Under 30
848,13-02-2023,CUST848,Female,63, Telangana ,Clothing,3,25,75,Feb 2023,60+
849,04-05-2023,CUST849,Male,32, Nagaland ,Clothing,2,25,50,May 2023,30-44
850,28-07-2023,CUST850,Female,26, Uttar Pradesh ,Beauty,2,500,1000,Jul 2023,Under 30
851,08-09-2023,CUST851,Male,32, Punjab ,Electronics,2,25,50,Sep 2023,30-44
852,12-10-2023,CUST852,Female,41, Haryana ,Clothing,1,300,300,Oct 2023,30-44
853,04-05-2023,CUST853,Male,21, Meghalaya ,Beauty,2,500,1000,May 2023,Under 30
